annotator_id,value,sim_rating,id1,id2,pair_id
3748065,Similitud básic,4,37741,11068,37741_11068
3748065,Apenas existe similitud,2,3348,34119,3348_34119
3747431,Apenas existe similitud,2,48054,19354,48054_19354
3747431,Similitud básic,4,22840,36583,22840_36583
3747431,Apenas existe similitud,2,29094,36583,29094_36583
3748055,Poca similitud,3,48054,14251,48054_14251
3748055,Apenas existe similitud,2,14251,10052,14251_10052
3748055,Completamente diferente,1,10052,25047,10052_25047
3748055,Poca similitud,3,38000,48594,38000_48594
3748055,Completamente diferente,1,29590,24450,29590_24450
3748055,Completamente diferente,1,48054,37194,48054_37194
3748055,Completamente diferente,1,76479,34125,76479_34125
3748055,Completamente diferente,1,69790,37194,69790_37194
3747431,Apenas existe similitud,2,29094,16987,29094_16987
3747431,Apenas existe similitud,2,21856,11142,21856_11142
3748065,Completamente diferente,1,30582,25639,30582_25639
3748065,Completamente diferente,1,28437,46366,28437_46366
3747431,Apenas existe similitud,2,8842,235,8842_235
3748065,Poca similitud,3,5439,22840,5439_22840
3748065,Completamente diferente,1,62264,21227,62264_21227
3748065,Completamente diferente,1,28616,55093,28616_55093
3747431,Apenas existe similitud,2,27790,22840,27790_22840
3748065,Completamente diferente,1,48054,46366,48054_46366
3748055,Completamente diferente,1,52438,29590,52438_29590
3748055,Similitud básic,4,8719,14975,8719_14975
3747431,Apenas existe similitud,2,35331,62264,35331_62264
3748055,Poca similitud,3,32204,37194,32204_37194
3748055,Poca similitud,3,8863,55236,8863_55236
3748065,Completamente diferente,1,235,37194,235_37194
3747431,Apenas existe similitud,2,35331,6632,35331_6632
3747431,Apenas existe similitud,2,14251,7727,14251_7727
3747431,Poca similitud,3,76075,62264,76075_62264
3747431,Apenas existe similitud,2,69790,22840,69790_22840
3748055,Completamente diferente,1,25047,36583,25047_36583
3748055,Completamente diferente,1,55093,21856,55093_21856
3748055,Poca similitud,3,10842,11068,10842_11068
3748055,Poca similitud,3,8851,30582,8851_30582
3748055,Completamente diferente,1,66730,7291,66730_7291
3748065,Apenas existe similitud,2,37485,76075,37485_76075
3748065,Completamente diferente,1,34125,11142,34125_11142
3748065,Completamente diferente,1,69790,55093,69790_55093
3748065,Completamente diferente,1,35331,46366,35331_46366
3748065,Similitud básic,4,9975,24450,9975_24450
3747980,Apenas existe similitud,2,28437,31722,28437_31722
3748055,Poca similitud,3,35331,37844,35331_37844
3748055,Poca similitud,3,37844,76479,37844_76479
3748055,Similitud básic,4,235,12971,235_12971
3748055,Poca similitud,3,37844,235,37844_235
3748055,Similitud básic,4,29094,8719,29094_8719
3747980,Similitud notable /faltan detalles,5,8842,7291,8842_7291
3748055,Poca similitud,3,37461,19354,37461_19354
3748055,Apenas existe similitud,2,29094,16987,29094_16987
3748055,Apenas existe similitud,2,25639,10052,25639_10052
3748055,Completamente diferente,1,21227,46366,21227_46366
3748055,Poca similitud,3,37485,22840,37485_22840
3748055,Poca similitud,3,21856,11142,21856_11142
3748055,Completamente diferente,1,7727,29590,7727_29590
3748055,Completamente diferente,1,29590,6632,29590_6632
3748055,Completamente diferente,1,37485,25047,37485_25047
3748065,Completamente diferente,1,16987,34125,16987_34125
3748065,Completamente diferente,1,24450,34125,24450_34125
3748055,Apenas existe similitud,2,69790,22822,69790_22822
3748065,Completamente diferente,1,8851,34125,8851_34125
3748055,Apenas existe similitud,2,16987,22840,16987_22840
3748065,Poca similitud,3,22840,9975,22840_9975
3748065,Completamente diferente,1,66730,19354,66730_19354
3747980,Completamente diferente,1,16987,12971,16987_12971
3747980,Completamente diferente,1,28437,46366,28437_46366
3748055,Completamente diferente,1,3071,46366,3071_46366
3748055,Completamente diferente,1,55093,76075,55093_76075
3748055,Poca similitud,3,37485,15357,37485_15357
3748065,Completamente diferente,1,22840,6632,22840_6632
3748065,Completamente diferente,1,69790,37485,69790_37485
3747980,Poca similitud,3,37461,11142,37461_11142
3748065,Completamente diferente,1,48054,21856,48054_21856
3748065,Completamente diferente,1,55093,1868,55093_1868
3748065,Completamente diferente,1,26165,7291,26165_7291
3748065,Completamente diferente,1,3071,29590,3071_29590
3748065,Apenas existe similitud,2,15357,36583,15357_36583
3748065,Completamente diferente,1,66730,22822,66730_22822
3748065,Poca similitud,3,19354,7291,19354_7291
3747980,Completamente diferente,1,69790,37741,69790_37741
3748065,Completamente diferente,1,16987,37416,16987_37416
3748065,Completamente diferente,1,35331,15357,35331_15357
3748065,Apenas existe similitud,2,37416,30582,37416_30582
3747980,Apenas existe similitud,2,5439,33088,5439_33088
3748065,Poca similitud,3,235,19354,235_19354
3747980,Completamente diferente,1,69790,6632,69790_6632
3747980,Completamente diferente,1,46366,14975,46366_14975
3747980,Apenas existe similitud,2,76075,24450,76075_24450
3747980,Completamente diferente,1,21227,46366,21227_46366
3747980,Apenas existe similitud,2,22840,12971,22840_12971
3748055,Apenas existe similitud,2,14251,36132,14251_36132
3748055,Apenas existe similitud,2,37485,19929,37485_19929
3748055,Poca similitud,3,48054,8719,48054_8719
3748055,Apenas existe similitud,2,14251,37844,14251_37844
3747469,Completamente diferente,1,14251,29590,14251_29590
3748055,Poca similitud,3,27790,37194,27790_37194
3748055,Poca similitud,3,69790,22840,69790_22840
3748055,Completamente diferente,1,6632,69868,6632_69868
3748055,Completamente diferente,1,27446,25047,27446_25047
3747469,Completamente diferente,1,235,25047,235_25047
3747469,Completamente diferente,1,7291,12476,7291_12476
3748055,Poca similitud,3,5439,76075,5439_76075
3748055,Poca similitud,3,28437,48594,28437_48594
3748055,Completamente diferente,1,24369,34125,24369_34125
3748055,Poca similitud,3,76479,9975,76479_9975
3748055,Poca similitud,3,22822,8719,22822_8719
3748055,Poca similitud,3,15357,38000,15357_38000
3747469,Completamente diferente,1,5088,34125,5088_34125
3748055,Poca similitud,3,37461,1868,37461_1868
3748055,Completamente diferente,1,72281,29590,72281_29590
3748055,Completamente diferente,1,46366,55236,46366_55236
3748055,Completamente diferente,1,37844,46366,37844_46366
3748055,Completamente diferente,1,55093,19929,55093_19929
3748055,Poca similitud,3,3071,11068,3071_11068
3747469,Apenas existe similitud,2,21227,2134,21227_2134
3748055,Poca similitud,3,37485,36132,37485_36132
3748055,Apenas existe similitud,2,37741,24369,37741_24369
3748055,Poca similitud,3,37485,10052,37485_10052
3747469,Apenas existe similitud,2,5439,8719,5439_8719
3748055,Completamente diferente,1,66730,8851,66730_8851
3748055,Poca similitud,3,29094,37844,29094_37844
3748055,Similitud notable /faltan detalles,5,34119,16872,34119_16872
3748055,Poca similitud,3,8719,11068,8719_11068
3748055,Completamente diferente,1,29094,69868,29094_69868
3748055,Completamente diferente,1,5088,46366,5088_46366
3748055,Similitud básic,4,5439,19929,5439_19929
3747469,Apenas existe similitud,2,29094,36583,29094_36583
3747431,Apenas existe similitud,2,33902,10052,33902_10052
3748055,Apenas existe similitud,2,11068,6632,11068_6632
3748055,Apenas existe similitud,2,76075,37844,76075_37844
3747469,Completamente diferente,1,55093,10842,55093_10842
3748055,Poca similitud,3,31722,3071,31722_3071
3747431,Apenas existe similitud,2,16987,76075,16987_76075
3747469,Completamente diferente,1,26165,11068,26165_11068
3748055,Completamente diferente,1,66730,37194,66730_37194
3748055,Poca similitud,3,72281,37194,72281_37194
3748055,Apenas existe similitud,2,16987,52438,16987_52438
3748055,Poca similitud,3,37485,28616,37485_28616
3747431,Apenas existe similitud,2,29094,12476,29094_12476
3748055,Completamente diferente,1,26165,19354,26165_19354
3748055,Apenas existe similitud,2,22840,10052,22840_10052
3748055,Poca similitud,3,30582,24450,30582_24450
3747431,Poca similitud,3,72281,11142,72281_11142
3748055,Completamente diferente,1,28437,29590,28437_29590
3748055,Poca similitud,3,30582,8842,30582_8842
3747431,Apenas existe similitud,2,19354,12971,19354_12971
3748055,Poca similitud,3,62264,32204,62264_32204
3748055,Poca similitud,3,37461,59899,37461_59899
3747431,Apenas existe similitud,2,27790,37194,27790_37194
3747469,Completamente diferente,1,14251,34125,14251_34125
3747431,Poca similitud,3,24369,2134,24369_2134
3747431,Apenas existe similitud,2,15357,22822,15357_22822
3747431,Apenas existe similitud,2,16987,30582,16987_30582
3747431,Apenas existe similitud,2,8863,55236,8863_55236
3747431,Apenas existe similitud,2,10052,11142,10052_11142
3747431,Apenas existe similitud,2,37461,11142,37461_11142
3747431,Poca similitud,3,28616,8842,28616_8842
3747431,Poca similitud,3,30582,19354,30582_19354
3747980,Poca similitud,3,31722,19354,31722_19354
3747431,Apenas existe similitud,2,37741,52438,37741_52438
3747431,Apenas existe similitud,2,37485,19929,37485_19929
3747431,Apenas existe similitud,2,30582,15357,30582_15357
3747431,Apenas existe similitud,2,69868,38000,69868_38000
3747431,Apenas existe similitud,2,28437,27446,28437_27446
3747980,Apenas existe similitud,2,21856,55236,21856_55236
3747431,Apenas existe similitud,2,37485,59899,37485_59899
3747980,Poca similitud,3,7727,3071,7727_3071
3747469,Completamente diferente,1,21227,26165,21227_26165
3747980,Poca similitud,3,52438,55236,52438_55236
3747980,Completamente diferente,1,55093,24369,55093_24369
3747980,Completamente diferente,1,7727,46366,7727_46366
3747980,Completamente diferente,1,22840,46366,22840_46366
3747431,Apenas existe similitud,2,235,7291,235_7291
3747431,Apenas existe similitud,2,29094,30582,29094_30582
3747431,Apenas existe similitud,2,37485,1868,37485_1868
3747469,Completamente diferente,1,76479,19929,76479_19929
3747980,Completamente diferente,1,55093,21856,55093_21856
3747980,Poca similitud,3,9975,22822,9975_22822
3747469,Apenas existe similitud,2,62264,32204,62264_32204
3747980,Similitud notable /faltan detalles,5,37741,11068,37741_11068
3747980,Poca similitud,3,37416,12971,37416_12971
3747469,Completamente diferente,1,27446,29590,27446_29590
3747469,Apenas existe similitud,2,30582,8842,30582_8842
3747469,Completamente diferente,1,34125,37194,34125_37194
3747469,Completamente diferente,1,31841,10052,31841_10052
3747469,Completamente diferente,1,6632,55236,6632_55236
3747469,Completamente diferente,1,62264,48594,62264_48594
3747469,Completamente diferente,1,46366,27446,46366_27446
3747985,Poca similitud,3,59899,19929,59899_19929
3747985,Apenas existe similitud,2,27446,52438,27446_52438
3747985,Apenas existe similitud,2,21227,2134,21227_2134
3747985,Completamente diferente,1,66730,33088,66730_33088
3747985,Poca similitud,3,35331,3071,35331_3071
3748065,Apenas existe similitud,2,22822,12971,22822_12971
3748065,Completamente diferente,1,37461,46366,37461_46366
3748065,Completamente diferente,1,15357,25047,15357_25047
3747431,Apenas existe similitud,2,69790,12971,69790_12971
3748065,Apenas existe similitud,2,76479,15357,76479_15357
3748065,Completamente diferente,1,37461,5088,37461_5088
3748065,Apenas existe similitud,2,37416,36132,37416_36132
3747469,Completamente diferente,1,29590,8719,29590_8719
3747431,Apenas existe similitud,2,29094,10052,29094_10052
3747431,Apenas existe similitud,2,22822,12971,22822_12971
3747431,Apenas existe similitud,2,36132,12476,36132_12476
3747431,Poca similitud,3,22840,24450,22840_24450
3747431,Poca similitud,3,37485,9975,37485_9975
3747431,Similitud básic,4,16872,7291,16872_7291
3747431,Apenas existe similitud,2,76075,19354,76075_19354
3747985,Apenas existe similitud,2,27790,69868,27790_69868
3747985,Completamente diferente,1,35331,15357,35331_15357
3747985,Completamente diferente,1,37461,26165,37461_26165
3747985,Completamente diferente,1,55093,8842,55093_8842
3747985,Poca similitud,3,29094,8719,29094_8719
3747985,Apenas existe similitud,2,33088,8719,33088_8719
3747985,Completamente diferente,1,46366,8719,46366_8719
3747469,Poca similitud,3,5439,11142,5439_11142
3747469,Similitud notable /faltan detalles,5,37416,8842,37416_8842
3747985,Apenas existe similitud,2,12476,38000,12476_38000
3747985,Poca similitud,3,16872,7291,16872_7291
3747985,Completamente diferente,1,66730,55236,66730_55236
3747985,Apenas existe similitud,2,37741,24369,37741_24369
3747985,Apenas existe similitud,2,31841,5088,31841_5088
3747985,Apenas existe similitud,2,3348,37741,3348_37741
3747985,Poca similitud,3,5439,7727,5439_7727
3747985,Apenas existe similitud,2,28437,62264,28437_62264
3747985,Apenas existe similitud,2,21227,7727,21227_7727
3747985,Similitud notable /faltan detalles,5,22822,14975,22822_14975
3747985,Completamente diferente,1,16872,46366,16872_46366
3747985,Completamente diferente,1,5088,34125,5088_34125
3747985,Completamente diferente,1,38000,25047,38000_25047
3747985,Poca similitud,3,76075,22840,76075_22840
3747985,Completamente diferente,1,66730,19354,66730_19354
3747985,Poca similitud,3,28616,16872,28616_16872
3747985,Completamente diferente,1,35331,46366,35331_46366
3747985,Completamente diferente,1,30582,26165,30582_26165
3747985,Similitud básic,4,7291,11142,7291_11142
3747985,Apenas existe similitud,2,16987,76075,16987_76075
3747985,Completamente diferente,1,37844,24450,37844_24450
3747985,Similitud notable /faltan detalles,5,22840,14975,22840_14975
3747985,Apenas existe similitud,2,21227,1868,21227_1868
3747985,Completamente diferente,1,1868,46366,1868_46366
3747985,Apenas existe similitud,2,28437,8863,28437_8863
3747985,Poca similitud,3,8842,14975,8842_14975
3747985,Completamente diferente,1,33088,6632,33088_6632
3747985,Completamente diferente,1,66730,12476,66730_12476
3747985,Poca similitud,3,16987,11068,16987_11068
3747431,Poca similitud,3,31841,8842,31841_8842
3747985,Apenas existe similitud,2,37741,1868,37741_1868
3747985,Completamente diferente,1,55093,38000,55093_38000
3747985,Similitud notable /faltan detalles,5,14251,31841,14251_31841
3747431,Similitud básic,4,37416,1868,37416_1868
3747985,Poca similitud,3,10052,24450,10052_24450
3747431,Apenas existe similitud,2,28437,22822,28437_22822
3747431,Apenas existe similitud,2,37844,62264,37844_62264
3747985,Apenas existe similitud,2,8863,55236,8863_55236
3747985,Poca similitud,3,28437,22822,28437_22822
3747431,Apenas existe similitud,2,35331,3071,35331_3071
3747431,Poca similitud,3,62264,11142,62264_11142
3748055,Similitud básic,4,22840,14975,22840_14975
3748055,Completamente diferente,1,22840,6632,22840_6632
3748055,Similitud básic,4,8851,21856,8851_21856
3748055,Completamente diferente,1,26165,55236,26165_55236
3748055,Poca similitud,3,37461,24450,37461_24450
3748055,Completamente diferente,1,55093,24450,55093_24450
3748055,Apenas existe similitud,2,16987,2134,16987_2134
3748055,Completamente diferente,1,14251,25047,14251_25047
3748055,Completamente diferente,1,37416,26165,37416_26165
3748055,Completamente diferente,1,29590,14975,29590_14975
3747469,Apenas existe similitud,2,28437,76479,28437_76479
3747469,Completamente diferente,1,37461,29590,37461_29590
3747469,Apenas existe similitud,2,37461,1868,37461_1868
3747469,Completamente diferente,1,55093,76075,55093_76075
3748055,Completamente diferente,1,5439,55093,5439_55093
3748055,Poca similitud,3,37741,76075,37741_76075
3748055,Completamente diferente,1,8842,34125,8842_34125
3748232,Poca similitud,3,76075,7291,76075_7291
3748232,Similitud básic,4,8851,21856,8851_21856
3748232,Completamente diferente,1,55093,76075,55093_76075
3747431,Poca similitud,3,62264,3071,62264_3071
3747431,Apenas existe similitud,2,21227,7727,21227_7727
3747431,Apenas existe similitud,2,62264,15357,62264_15357
3747431,Poca similitud,3,37485,8842,37485_8842
3747431,Apenas existe similitud,2,35331,72281,35331_72281
3747431,Apenas existe similitud,2,72281,19929,72281_19929
3747431,Apenas existe similitud,2,5439,37461,5439_37461
3747431,Apenas existe similitud,2,35331,21856,35331_21856
3747431,Apenas existe similitud,2,14251,9975,14251_9975
3747431,Similitud básic,4,19929,11142,19929_11142
3747431,Apenas existe similitud,2,5439,36132,5439_36132
3747431,Apenas existe similitud,2,5088,21856,5088_21856
3747431,Apenas existe similitud,2,37461,14251,37461_14251
3747431,Apenas existe similitud,2,35331,33088,35331_33088
3747488,Apenas existe similitud,2,28437,22822,28437_22822
3748055,Poca similitud,3,8851,27790,8851_27790
3748055,Poca similitud,3,37485,19354,37485_19354
3748055,Poca similitud,3,5439,27790,5439_27790
3748055,Poca similitud,3,32204,11068,32204_11068
3748055,Poca similitud,3,37844,62264,37844_62264
3748055,Poca similitud,3,29094,72281,29094_72281
3748055,Apenas existe similitud,2,28437,21227,28437_21227
3748055,Completamente diferente,1,28437,6632,28437_6632
3747469,Apenas existe similitud,2,37416,59899,37416_59899
3747469,Completamente diferente,1,27446,34125,27446_34125
3747469,Apenas existe similitud,2,69790,12971,69790_12971
3747469,Completamente diferente,1,33902,46366,33902_46366
3747469,Apenas existe similitud,2,7291,36583,7291_36583
3747469,Similitud básic,4,16872,14975,16872_14975
3747469,Completamente diferente,1,37844,46366,37844_46366
3747469,Completamente diferente,1,66730,37461,66730_37461
3747469,Completamente diferente,1,59899,19354,59899_19354
3747469,Completamente diferente,1,28616,48594,28616_48594
3747469,Completamente diferente,1,55093,24369,55093_24369
3747469,Apenas existe similitud,2,37461,3071,37461_3071
3747469,Completamente diferente,1,7727,10052,7727_10052
3747469,Apenas existe similitud,2,16872,3071,16872_3071
3747469,Completamente diferente,1,33088,29590,33088_29590
3747469,Completamente diferente,1,35331,9975,35331_9975
3747469,Apenas existe similitud,2,37416,38000,37416_38000
3747469,Completamente diferente,1,5088,19929,5088_19929
3747469,Completamente diferente,1,29590,25047,29590_25047
3747469,Completamente diferente,1,55093,19929,55093_19929
3747469,Completamente diferente,1,37416,26165,37416_26165
3747469,Apenas existe similitud,2,16987,11068,16987_11068
3747469,Completamente diferente,1,26165,12476,26165_12476
3747429,Completamente diferente,1,21227,26165,21227_26165
3747431,Poca similitud,3,8851,12971,8851_12971
3747431,Apenas existe similitud,2,14251,14975,14251_14975
3747431,Apenas existe similitud,2,27790,2134,27790_2134
3747431,Apenas existe similitud,2,21227,24369,21227_24369
3747431,Poca similitud,3,8842,8863,8842_8863
3747431,Apenas existe similitud,2,59899,19929,59899_19929
3747429,Poca similitud,3,27790,22840,27790_22840
3747429,Apenas existe similitud,2,69868,38000,69868_38000
3747429,Completamente diferente,1,29590,11142,29590_11142
3747429,Completamente diferente,1,55093,235,55093_235
3747429,Apenas existe similitud,2,37461,12476,37461_12476
3747431,Similitud básic,4,37416,34119,37416_34119
3747431,Apenas existe similitud,2,33088,8719,33088_8719
3747431,Apenas existe similitud,2,37485,235,37485_235
3747431,Poca similitud,3,37485,16872,37485_16872
3747431,Apenas existe similitud,2,24369,5088,24369_5088
3747431,Apenas existe similitud,2,34119,10842,34119_10842
3747431,Apenas existe similitud,2,1868,24369,1868_24369
3747431,Apenas existe similitud,2,34119,7727,34119_7727
3747431,Apenas existe similitud,2,8851,36583,8851_36583
3747431,Apenas existe similitud,2,37741,76075,37741_76075
3747431,Apenas existe similitud,2,5439,14251,5439_14251
3747431,Poca similitud,3,37416,36583,37416_36583
3747431,Apenas existe similitud,2,34119,10052,34119_10052
3747431,Poca similitud,3,37461,72281,37461_72281
3747431,Apenas existe similitud,2,37461,52438,37461_52438
3747431,Apenas existe similitud,2,48054,22840,48054_22840
3747431,Apenas existe similitud,2,34119,9975,34119_9975
3747431,Apenas existe similitud,2,37416,59899,37416_59899
3747431,Apenas existe similitud,2,59899,10052,59899_10052
3747431,Apenas existe similitud,2,37485,15357,37485_15357
3747431,Poca similitud,3,37844,76479,37844_76479
3747431,Apenas existe similitud,2,5439,7727,5439_7727
3747431,Apenas existe similitud,2,22822,8719,22822_8719
3747431,Poca similitud,3,37485,48594,37485_48594
3747429,Completamente diferente,1,34125,38000,34125_38000
3747431,Apenas existe similitud,2,31722,37194,31722_37194
3747431,Poca similitud,3,7291,11142,7291_11142
3748055,Poca similitud,3,35331,21856,35331_21856
3748055,Poca similitud,3,37461,52438,37461_52438
3747431,Apenas existe similitud,2,35331,12971,35331_12971
3748055,Similitud básic,4,76075,14975,76075_14975
3748055,Poca similitud,3,30582,21856,30582_21856
3747431,Apenas existe similitud,2,3071,72281,3071_72281
3748055,Completamente diferente,1,55093,6632,55093_6632
3748055,Poca similitud,3,14251,7727,14251_7727
3747431,Apenas existe similitud,2,16987,31841,16987_31841
3747431,Poca similitud,3,37416,11142,37416_11142
3748055,Poca similitud,3,5439,37461,5439_37461
3748055,Similitud Sobresaliente,6,3348,235,3348_235
3747431,Apenas existe similitud,2,28616,16872,28616_16872
3748055,Poca similitud,3,1868,10052,1868_10052
3747431,Apenas existe similitud,2,14251,37844,14251_37844
3748055,Completamente diferente,1,24369,29590,24369_29590
3747431,Poca similitud,3,37461,12476,37461_12476
3748055,Poca similitud,3,5439,35331,5439_35331
3748055,Completamente diferente,1,22822,6632,22822_6632
3748055,Completamente diferente,1,26165,11068,26165_11068
3747431,Apenas existe similitud,2,11068,37194,11068_37194
3747431,Apenas existe similitud,2,8719,11068,8719_11068
3748055,Poca similitud,3,8851,33088,8851_33088
3748055,Poca similitud,3,5439,22840,5439_22840
3748055,Completamente diferente,1,29590,12476,29590_12476
3748055,Poca similitud,3,30582,12971,30582_12971
3748055,Apenas existe similitud,2,35331,62264,35331_62264
3748055,Poca similitud,3,27790,76479,27790_76479
3748055,Completamente diferente,1,10842,34125,10842_34125
3748055,Completamente diferente,1,66730,22822,66730_22822
3748055,Poca similitud,3,48054,37741,48054_37741
3748055,Completamente diferente,1,62264,26165,62264_26165
3748055,Completamente diferente,1,3348,55093,3348_55093
3748055,Poca similitud,3,37416,33088,37416_33088
3748055,Completamente diferente,1,66730,14251,66730_14251
3747431,Apenas existe similitud,2,35331,55236,35331_55236
3748055,Apenas existe similitud,2,37485,7727,37485_7727
3748055,Similitud básic,4,16872,36583,16872_36583
3748055,Poca similitud,3,12476,38000,12476_38000
3748055,Completamente diferente,1,46366,2134,46366_2134
3747431,Apenas existe similitud,2,69868,25047,69868_25047
3747431,Apenas existe similitud,2,3071,37194,3071_37194
3748055,Similitud básic,4,32204,7291,32204_7291
3747431,Apenas existe similitud,2,48054,31841,48054_31841
3747431,Poca similitud,3,22840,11142,22840_11142
3747431,Apenas existe similitud,2,37741,38000,37741_38000
3747431,Apenas existe similitud,2,14251,25639,14251_25639
3747431,Poca similitud,3,5439,25639,5439_25639
3747431,Poca similitud,3,25639,14975,25639_14975
3747431,Apenas existe similitud,2,32204,14975,32204_14975
3747431,Apenas existe similitud,2,37844,235,37844_235
3747431,Apenas existe similitud,2,37461,16872,37461_16872
3747431,Similitud básic,4,37844,21227,37844_21227
3747431,Apenas existe similitud,2,29094,12971,29094_12971
3747431,Apenas existe similitud,2,15357,8719,15357_8719
3748055,Poca similitud,3,5439,10842,5439_10842
3748055,Similitud notable /faltan detalles,5,31722,1868,31722_1868
3748055,Completamente diferente,1,62264,25047,62264_25047
3748348,Apenas existe similitud,2,37485,9975,37485_9975
3748350,Apenas existe similitud,2,10052,10842,10052_10842
3748348,Poca similitud,3,235,7291,235_7291
3748346,Completamente diferente,1,8851,29590,8851_29590
3748345,Poca similitud,3,29094,76479,29094_76479
3748349,Completamente diferente,1,7727,10052,7727_10052
3748350,Similitud notable /faltan detalles,5,14251,19929,14251_19929
3748348,Completamente diferente,1,26165,24369,26165_24369
3748346,Poca similitud,3,22840,36583,22840_36583
3748342,Completamente diferente,1,35331,25047,35331_25047
3748351,Completamente diferente,1,66730,31722,66730_31722
3748348,Completamente diferente,1,29590,9975,29590_9975
3748345,Completamente diferente,1,34125,2134,34125_2134
3748348,Apenas existe similitud,2,24369,10052,24369_10052
3748342,Completamente diferente,1,7727,29590,7727_29590
3748348,Poca similitud,3,35331,6632,35331_6632
3748352,Apenas existe similitud,2,32204,14975,32204_14975
3748345,Completamente diferente,1,37461,46366,37461_46366
3748351,Apenas existe similitud,2,3071,72281,3071_72281
3748353,Completamente diferente,1,25639,37194,25639_37194
3748351,Apenas existe similitud,2,31841,55236,31841_55236
3748350,Completamente diferente,1,6632,48594,6632_48594
3748348,Apenas existe similitud,2,8851,24450,8851_24450
3748351,Completamente diferente,1,7727,46366,7727_46366
3748354,Apenas existe similitud,2,11068,37194,11068_37194
3748351,Completamente diferente,1,66730,31841,66730_31841
3748350,Poca similitud,3,33902,10052,33902_10052
3748348,Completamente diferente,1,69790,66730,69790_66730
3747488,Apenas existe similitud,2,26165,9975,26165_9975
3748352,Poca similitud,3,25639,72281,25639_72281
3748346,Completamente diferente,1,28616,55093,28616_55093
3748348,Apenas existe similitud,2,36132,7291,36132_7291
3748352,Apenas existe similitud,2,19354,2134,19354_2134
3748343,Similitud básic,4,72281,37194,72281_37194
3748343,Apenas existe similitud,2,33902,14975,33902_14975
3748343,Similitud básic,4,62264,3071,62264_3071
3748343,Poca similitud,3,37461,1868,37461_1868
3748351,Completamente diferente,1,28616,46366,28616_46366
3748345,Poca similitud,3,8842,25639,8842_25639
3748354,Completamente diferente,1,29094,69868,29094_69868
3748345,Completamente diferente,1,31841,10842,31841_10842
3748351,Apenas existe similitud,2,48054,31841,48054_31841
3748351,Completamente diferente,1,48054,21856,48054_21856
3748357,Completamente diferente,1,22840,29590,22840_29590
3748352,Completamente diferente,1,3071,29590,3071_29590
3748343,Completamente diferente,1,1868,34125,1868_34125
3748357,Apenas existe similitud,2,14251,36132,14251_36132
3748345,Poca similitud,3,11142,38000,11142_38000
3748353,Completamente diferente,1,7727,48594,7727_48594
3748343,Poca similitud,3,14251,36132,14251_36132
3748343,Completamente diferente,1,29590,19929,29590_19929
3748345,Similitud básic,4,52438,22822,52438_22822
3748352,Completamente diferente,1,37485,55093,37485_55093
3748353,Apenas existe similitud,2,14251,14975,14251_14975
3748358,Completamente diferente,1,34125,2134,34125_2134
3748348,Completamente diferente,1,1868,6632,1868_6632
3748352,Apenas existe similitud,2,37485,11068,37485_11068
3748354,Completamente diferente,1,3071,46366,3071_46366
3748353,Apenas existe similitud,2,8851,36583,8851_36583
3748343,Poca similitud,3,1868,12476,1868_12476
3748345,Apenas existe similitud,2,28437,37194,28437_37194
3748343,Poca similitud,3,16872,7291,16872_7291
3748348,Poca similitud,3,19929,11142,19929_11142
3748348,Completamente diferente,1,66730,8851,66730_8851
3748343,Poca similitud,3,29094,12971,29094_12971
3748353,Completamente diferente,1,76479,19929,76479_19929
3748352,Apenas existe similitud,2,29094,76479,29094_76479
3748358,Completamente diferente,1,69790,59899,69790_59899
3748346,Similitud básic,4,22822,14975,22822_14975
3748353,Completamente diferente,1,38000,25047,38000_25047
3748343,Completamente diferente,1,59899,25047,59899_25047
3748359,Completamente diferente,1,59899,25047,59899_25047
3748343,Completamente diferente,1,21227,46366,21227_46366
3748343,Apenas existe similitud,2,5439,37741,5439_37741
3748343,Completamente diferente,1,26165,48594,26165_48594
3748343,Completamente diferente,1,1868,46366,1868_46366
3748356,Poca similitud,3,37416,37844,37416_37844
3748346,Apenas existe similitud,2,3348,31722,3348_31722
3748358,Completamente diferente,1,24450,12476,24450_12476
3747469,Apenas existe similitud,2,5439,36132,5439_36132
3748343,Completamente diferente,1,55093,27790,55093_27790
3748350,Apenas existe similitud,2,5439,35331,5439_35331
3748343,Completamente diferente,1,28616,55093,28616_55093
3748352,Completamente diferente,1,76479,10052,76479_10052
3748342,Similitud básic,4,8842,7291,8842_7291
3748345,Completamente diferente,1,46366,37194,46366_37194
3748343,Apenas existe similitud,2,5439,33088,5439_33088
3748353,Poca similitud,3,28616,16872,28616_16872
3748342,Completamente diferente,1,69790,6632,69790_6632
3748343,Completamente diferente,1,3348,25047,3348_25047
3748345,Completamente diferente,1,22822,6632,22822_6632
3748348,Similitud básic,4,76075,14975,76075_14975
3748342,Poca similitud,3,21227,24369,21227_24369
3748343,Poca similitud,3,76075,24450,76075_24450
3748343,Poca similitud,3,31841,7291,31841_7291
3748360,Completamente diferente,1,69790,16987,69790_16987
3748350,Apenas existe similitud,2,8851,24450,8851_24450
3748343,Poca similitud,3,37461,59899,37461_59899
3748352,Completamente diferente,1,28616,29590,28616_29590
3748350,Poca similitud,3,33088,8842,33088_8842
3748343,Apenas existe similitud,2,37485,48594,37485_48594
3748343,Poca similitud,3,5439,36132,5439_36132
3748343,Completamente diferente,1,3348,69868,3348_69868
3748343,Poca similitud,3,3071,24450,3071_24450
3748348,Completamente diferente,1,3348,46366,3348_46366
