song_id	text	artist_name	track_name
11068	"Celebremos señores con gusto
este día de placer tan dichoso.
Que tu santo te encuentre gustoso
y tranquilo tu fiel corazon.

Vive, vive feliz en el mundo
sin que nadie perturbe tu mente.
Le pondremos un laurel en la frente
con las conchas y perlas del mar.

Dios bendiga este día venturoso
y bendiga la prenda que adoro.
Hoy los ángeles cantan en coro
por los años que vas a cumplir.

Las estrellas se visten de gala
y la luna se llena de encanto
al saber que hoy es día de tu santo.
Dios bendiga este día de placer.

Solamente un recuerdo ha quedado
de la infancia que al fin ya pasó.
Celebremos tu día tan dichoso
sus amigos, parientes y yo."	Los Alegres De Teran	Un Dia Con Otro
2134	"Cayó la noche negra,
noche sin luna.
Se fueron las estrellas,
llegó la bruma.
El mar mece los botes
como una cuna
y al horizonte viajan
trenes de espuma.

Vistió la vieja noche, mujer,
su negra saya,
y se perdió la aurora
sobre tu playa.

Como tus negras trenzas,
el mar en calma.
Como tu cuerpo quieto,
la arena blanca.
Asómate a la noche
y enciende el fuego.
Mira que nos acecha
el frío ciego.

No es bueno estar desnudo, mujer,
en noche Iría.
Esperaré a tu abrigo
que llegue el día."	Inti-Illimani	Sobre Tu Playa
6632	"Adeste fideles
Laeti triumphantes.
Venite, venite in Betlehem.
Natum videte
Regem angelorum.
Venite adoremus,
Venite adoremus,
Venite adoremus Dominum.

Dulce Niño mío,
para tí mi vida.

¡Aleluya! ¡Aleluya!"	Rocío Jurado	Adeste Fideles
19929	"Ma vie el amor conoció.
Ma vie el amor despreció.
Quizás yo lo encuentre otra vez.
No se cómo y dónde ha de ser.

Ma vie que empezaba a soñar
dejó el amor escapar.
Tal vez si volviera el ayer
ya no lo dejará perder.

Ma vie el amor conoció.
Ma vie el amor despreció.
Mi vida, tu castigo mayor.
será no encontrar el amor,
sera no encontrar el amor."	Raphael	Cierro mis ojos
55236	"Este es el camino
donde todos buscan algo.
Yo soy mi destino
porque creo en lo que hago.
La vida modelo
es un gran supermercado.
Vos podés ser libre,
vos podés ser dominado.
Es tu decisión.
Quizás lo mejor llegó
después del colegio.
Trabajar, volverte viejo,
son los eslabones
que la vida te propone.
Es tu decisión.
Quizás lo mejor llegó."	Juana La Loca	Vida Modelo
11142	"Yo tengo para ti
un sitio especial en mi nueva vida.
No, nunca se ocupó el lugar
que tú despreciaste un día.

Mi corazón aún te lleva
en un lugar bien guardado.
No importa lo que suceda
siempre estarás a mi lado.

Mi corazón se derrite
como la nieve en verano
cuando oye que alguien me dice
que vas a regresar conmigo.

Aquí, aquí, donde el amor tiene alas.
Entre estas cuatro paredes
donde querer nunca acaba.

Aquí, aquí, donde las noches son largas.
En esta casa vacía
frente a esta luna plateada tú y yo.
Solos tú y yo.

Mi corazón aún te lleva..."	Son By Four	Mi Corazón Te Recuerda
69868	"Dim dom dam
dibi dom dam.
Después de la locura,
todos cantando
todos bailando.
Bajo la frescura
de un árbol
sin hojas
y el sol,
que dibuja sombras,
fisuras
en nuestras cabezas.
Dim dom dam
dibi dom dam.
Después de la tormenta.
Después de la tormenta.
¿Y el sol?"	Los Piojos	Arco II
12476	"Contaminamos y respiramos
y lo que vemos lo destrozamos.
En el infierno que trabajamos;
día tras día, contaminamos.
Bosques y ríos vemos caer,
fábricas y humo vemos crecer,
y un mal presagio me invade a mí:
nos quedaremos todos aquí.
Entre humo y basura
y mares de alquitrán,
unos cuantos humanoides
y paredes de cristal.
Contaminamos y respiramos
y lo que vemos lo destrozamos.
Es el infierno que trabajamos;
día tras día contaminamos.
Pero usted siga tranquilo
que nada le va a pasar.
Usted siga respirando,
dentro de cien años Dios dirá.
Contaminamos, contaminamos.
Es el infierno que trabajamos.
Contaminamos,
día tras día contaminamos."	Platero Y Tu	Contaminamos - Versión 2005
38000	"Me gusta cantarle al viento
porque vuelan mis cantares
y digo lo que yo siento
por toditos los lugares.

Aquí vine porque vine
a la Feria de las Flores.
No hay cerro que se me empine
ni cuaco que se me atore.

En mi caballo retinto
Yo he venido de muy lejos,
y traigo pistola en cinto
y con ella doy consejos.

Atravesé de la montaña
pa venir a ver las flores.
A ver una rosa huraña
que es amor de mis amores.

Ahí si otro quiere cortarla,
yo la divisé primero,
y juro que he de cortarla
aunque tenga jardinero.

Yo la he de dejar plantada
en el huerto de mi casa,
y si sale el jardinero,
pues a ver... a ver qué pasa."	El Halcon De La Sierra	La Feria De Las Flores
48594	"Y en la plaza de mi pueblo
dijo el jornalero al amo:
Nuestro hijos nacerán
con el puño levantao.

Que mi voz suba hasta el monte,
que mi voz baje al barranco,
Hasta que los jornaleros
se apoderen de los campos."	Reincidentes	Jornaleros Andaluces
37194	"Me voy a tomar
ese vino que pensás dejar
y no va ser él ultimo vino
que voy a tomar.

Me voy a tomar
ese culo que pensás dejar
y no va a ser él ultimo culo
que voy a tomar.

Me pienso tomar
una cerveza y mucho más
y no va a ser la ultima cerveza
que voy a tomar.

Me voy a fumar
esa tuka que pensás dejar
y no va a ser la ultima tuka
que voy a fumar."	Bulldog	Un Vinito Mas
25047	"PI PA PU
PA PA PI PI PA PIUI
PI PA PI
PA PI PI PA PU PI PA

Jugo, divertido.
Leche, leche te divierte.
Sucio, sucio divertimento.
Mentol, mentol refrescante.
¡Truco!, retruco.
Quiero vale cuatro.
Desorden en las mantas.
Desorden en el cuarto.
Es que...
PI PA PU"	Los Visitantes	Pi-Pa-Pu
36583	"Romántica incurable, ¿te recuerdas?
esa noche en las luces de la fiesta,
nos juramos amor, mientras la orquesta
lloraba en las cadencias de aquel vals.
Romántica incurable, ¿te recuerdas
nuestra danza? fue un sueño de locura
y tus ojos brillaron de ternura
entornados detrás del antifaz.

Serpentinas del vals
enredando mi ayer
hoy me han hecho soñar
en tu viejo querer.
Serpentinas del vals
que arrastrando tu amor
me han dejado el dolor
de saber que no estás.

Pasabas entre muchas mascaritas
arrastrando el rumor de tu alegría
y entre todas tu sola me atraías
envuelta en el carmín de tu disfraz.
Romántica incurable, ¿te recuerdas?
al volver del jardín, cabeza loca,
me dejaste la marca de tu boca
como un sello feliz del carnaval."	Roberto Calo	Romantica
