annotator_id,sim_rating,id1,id2
3748055,2, 37461, 14975
3748055,0, 16987, 29590
3748055,5, 3348, 1868
3748055,2, 37741, 59899
3748055,2, 33902, 10052
3748055,2, 28616, 72281
3748055,0, 19354, 34125
3748055,0, 66730, 2134
3748055,4, 8842, 37194
3748055,2, 37416, 32204
3748055,2, 37485, 16872
3748055,1, 5439, 21227
3748055,3, 62264, 25639
3748055,2, 37485, 9975
3748055,3, 8842, 32204
3748055,5, 1868, 12971
3748055,0, 66730, 3348
3748055,4, 33088, 31841
3748055,1, 37485, 235
3748055,4, 33088, 19929
3748055,4, 37416, 15357
3748055,3, 14251, 55236
3748055,2, 69790, 28616
3748055,3, 8851, 19929
3748055,1, 16987, 55236
3748055,3, 32204, 7727
3748055,1, 27790, 15357
3748055,3, 8842, 15357
3748055,1, 5439, 15357
3748055,2, 11068, 12476
3748055,1, 235, 48594
3748055,3, 7727, 27446
3748055,3, 8851, 8863
3748055,5, 22822, 36583
3748055,4, 59899, 52438
3748055,1, 28437, 76479
3748055,1, 16987, 8719
3748055,2, 1868, 76479
3748055,2, 8719, 37194
3748055,1, 55093, 30582
3748055,0, 26165, 52438
3748055,0, 24450, 34125
3748055,0, 48594, 25047
3748055,0, 34119, 26165
3748055,5, 3071, 8863
3748055,1, 8851, 5088
3748055,0, 29590, 8719
3748055,0, 8851, 29590
3748055,1, 32204, 59899
3748055,3, 33088, 22840
3748055,2, 48594, 36583
3748055,2, 28437, 8719
3748055,0, 8851, 35331
3748055,0, 66730, 37741
3748055,5, 34119, 38000
3748055,3, 16872, 5088
3748055,5, 3348, 8863
3748055,0, 34119, 29590
3748055,0, 55093, 52438
3748055,0, 33088, 34125
3748055,0, 55093, 14975
3748055,0, 33088, 21227
3748055,3, 62264, 7291
3748055,2, 10842, 9975
3748055,2, 35331, 235
3748055,3, 29094, 34119
3748055,2, 19354, 7291
3748055,4, 14251, 19929
3748055,3, 48054, 36132
3748055,5, 37844, 5088
3748055,2, 52438, 11068
3748055,3, 16987, 8851
3748055,4, 62264, 7727
3748055,5, 16987, 76479
3748055,2, 35331, 8842
3748055,5, 16872, 22822
3748055,3, 69790, 36583
3748055,0, 5088, 25047
3748055,0, 76479, 19929
3748055,4, 9975, 37194
3748055,1, 31841, 3071
3748055,4, 235, 52438
3748055,2, 22840, 55236
3748055,0, 6632, 25047
3748055,2, 62264, 8719
3748055,2, 37844, 32204
3748055,0, 66730, 27790
3748055,3, 76075, 12476
3748055,3, 19354, 27446
3748055,3, 29094, 76075
3748055,1, 37741, 62264
3748055,0, 7291, 29590
3748055,4, 48054, 2134
3748055,4, 22822, 24450
3748055,1, 22822, 48594
3748055,0, 46366, 11142
3748055,4, 5439, 32204
3748055,4, 7291, 12971
3748055,2, 29094, 10842
3748055,0, 59899, 37194
3748055,3, 8842, 19354
3748055,4, 28437, 37416
3748055,5, 52438, 7291
3748055,2, 35331, 5088
3748055,4, 7291, 9975
3748055,2, 37741, 38000
3748055,2, 29094, 8851
3748055,4, 15357, 2134
3748055,3, 5439, 2134
3748055,5, 35331, 11068
3748055,1, 27446, 10842
3748055,2, 37844, 21227
3748055,0, 37485, 34125
3748055,2, 8851, 37844
3748055,1, 35331, 31722
3748055,1, 5439, 14251
3748055,2, 21856, 36583
3748055,4, 28437, 27790
3748055,3, 28616, 62264
3748055,4, 76075, 9975
3748055,0, 37461, 29590
3748055,5, 2134, 36583
3748055,3, 69790, 34119
3748055,1, 59899, 21856
3748055,3, 14975, 11142
3748055,0, 66730, 48054
3748055,4, 7727, 36132
3748055,2, 37461, 3348
3748055,0, 3071, 34125
3748055,5, 76075, 24369
3748055,0, 55093, 25639
3748055,1, 14251, 8863
3748055,0, 55093, 37741
3748055,0, 52438, 34125
3748055,2, 24369, 9975
3748055,3, 34119, 62264
3748055,0, 46366, 7291
3748055,0, 16872, 46366
3747431,1, 37741, 5088
3747431,2, 14251, 55236
3747431,1, 66730, 2134
3748055,3, 24369, 52438
3748055,2, 27446, 12971
3748055,0, 21227, 29590
3748055,3, 8851, 14975
3748055,5, 48054, 19929
3748055,5, 37844, 8719
3748055,5, 14251, 38000
3747431,2, 72281, 55236
3748055,4, 34119, 72281
3748055,4, 5439, 3348
3748055,3, 76075, 21856
3748055,1, 33902, 37844
3748055,1, 37485, 14251
3748055,0, 8851, 6632
3748055,1, 21227, 12971
3748055,3, 7727, 15357
3747431,1, 32204, 36583
3748055,5, 5088, 37194
3748055,0, 76479, 25047
3747431,1, 31841, 8719
3747431,2, 33088, 19929
3748055,2, 37416, 21856
3747431,1, 24369, 8719
3748055,3, 16987, 24369
3748055,2, 37416, 12476
3748055,3, 35331, 24369
3748055,4, 28616, 12971
3747431,1, 48054, 52438
3748055,2, 12971, 14975
3748055,1, 76479, 3071
3748055,1, 76479, 22822
3748055,3, 27790, 36583
3747431,1, 30582, 37844
3748055,2, 33902, 9975
3748055,3, 9975, 55236
3748055,4, 25639, 235
3748055,1, 28437, 10842
3748055,2, 16987, 37844
3748055,3, 34119, 24450
3748055,5, 33088, 1868
3748055,0, 7291, 6632
3748055,1, 48054, 59899
3747431,3, 7291, 10842
3748055,2, 8851, 12476
3748055,1, 35331, 6632
3747431,1, 59899, 24450
3747431,1, 6632, 11142
3747431,1, 72281, 21856
3747431,1, 27790, 36132
3747431,3, 24369, 11068
3747431,1, 37741, 76479
3747431,1, 2134, 69868
3747431,3, 34119, 31841
3747431,1, 26165, 29590
3747431,1, 16987, 48594
3747431,1, 48054, 55093
3747431,1, 19354, 37194
3747431,1, 11068, 69868
3747431,1, 19354, 46366
3747431,2, 9975, 19929
3747431,1, 76479, 11068
3747431,1, 69790, 30582
3747431,1, 21227, 19354
3747431,2, 35331, 11142
3747431,1, 16987, 46366
3747431,1, 32204, 22822
3747431,1, 30582, 8719
3747431,1, 34119, 27790
3747431,1, 76479, 69868
3747431,2, 12971, 11142
3747431,1, 48054, 19929
3747431,1, 29590, 22822
3747431,2, 37416, 19929
3747431,1, 21856, 29590
3747431,1, 14251, 19354
3747431,1, 10052, 9975
3747431,3, 37416, 9975
3747431,3, 8842, 38000
3747431,1, 5088, 12971
3747431,1, 10052, 48594
3747431,1, 8719, 12476
3747431,2, 5439, 72281
3747431,1, 14251, 11142
3747431,1, 69790, 11142
3747431,1, 62264, 19354
3747431,2, 31722, 19354
3747431,1, 1868, 25047
3747431,1, 28437, 48054
3747431,1, 37416, 37844
3747431,2, 29094, 7291
3748065,0, 37416, 10842
3747431,1, 1868, 69868
3747431,1, 48054, 6632
3748065,0, 52438, 48594
3747431,3, 8863, 2134
3748065,0, 69868, 36583
3748055,3, 8719, 11142
3748055,0, 8863, 6632
3748055,0, 69790, 12476
3748055,5, 37416, 8863
3748055,4, 28437, 33088
3748065,2, 37485, 19354
3748055,0, 37741, 46366
3748055,2, 1868, 38000
3748055,5, 25639, 7727
3748065,1, 32204, 36132
3748055,2, 48054, 3071
3747431,1, 25639, 10052
3748065,3, 37741, 11068
3747431,1, 21227, 5088
3748065,0, 37461, 2134
3748065,0, 30582, 6632
3748065,0, 76075, 25047
3748065,1, 3348, 34119
3748065,0, 37461, 31722
3748055,0, 22840, 48594
3748055,4, 33088, 7291
3747431,1, 48054, 19354
3747431,1, 22822, 69868
3747431,1, 33902, 9975
3748055,3, 11068, 11142
3748055,1, 27790, 48594
3748055,0, 32204, 29590
3748055,0, 12971, 25047
3747431,3, 22840, 36583
3748055,1, 37485, 24369
3748055,4, 33902, 30582
3747431,1, 29094, 36583
3748055,3, 28616, 33902
3748055,2, 32204, 5088
3748055,0, 10052, 34125
3748055,2, 48054, 14251
3748055,0, 25639, 25047
3747431,2, 25639, 19929
3748055,1, 14251, 10052
3748055,3, 8851, 3071
3748055,1, 10052, 38000
3748055,0, 26165, 37194
3748055,2, 37485, 48054
3748055,0, 10052, 25047
3748055,2, 38000, 48594
3748055,3, 8719, 55236
3748055,4, 19354, 8719
3748055,1, 69790, 19354
3748055,3, 19354, 5088
3748055,5, 59899, 10842
3748055,0, 29590, 24450
3747431,1, 5439, 15357
3748055,4, 28437, 38000
3748055,3, 76479, 55236
3748055,1, 37485, 8851
3748055,0, 48054, 37194
3748055,0, 27790, 26165
3748055,0, 76479, 34125
3747431,1, 16987, 55236
3748055,0, 46366, 10842
3748055,2, 33088, 12971
3748055,0, 69790, 37194
3748055,0, 14251, 59899
3748055,1, 16987, 14251
3748055,4, 5439, 62264
3748055,0, 22822, 25047
3747431,1, 29094, 16987
3748065,0, 12971, 12476
3747431,1, 21856, 11142
3748065,3, 1868, 22840
3748065,4, 55236, 48594
3748065,0, 33088, 25047
3747431,3, 31722, 8842
3747431,1, 62264, 2134
3747431,1, 8851, 8842
3748065,0, 30582, 25639
3748065,0, 28437, 46366
3747431,1, 37461, 55093
3748065,0, 21856, 37194
3747431,1, 8842, 235
3748065,2, 5439, 22840
3748065,2, 3348, 19929
3747431,1, 27790, 5088
3748065,0, 62264, 21227
3747431,3, 34119, 19929
3747431,1, 8851, 11068
3748065,0, 28616, 55093
3747431,2, 7291, 22822
3748065,1, 28437, 31841
3747431,1, 27790, 22840
3748055,1, 37844, 16872
3748065,0, 48054, 46366
3748055,5, 7727, 8863
3748055,0, 52438, 29590
3748055,4, 1868, 15357
3748065,1, 33902, 1868
3748055,3, 8719, 14975
3747431,1, 35331, 62264
3748055,2, 32204, 37194
3748055,2, 8863, 55236
3748055,3, 29094, 24369
3748065,1, 48054, 2134
3748055,1, 3071, 19354
3748055,0, 34125, 48594
3748055,3, 8842, 21856
3748055,0, 34119, 25047
3748065,0, 76075, 34125
3748055,4, 22822, 11068
3747431,2, 76075, 19929
3748055,3, 27790, 235
3748065,0, 235, 37194
3747431,1, 35331, 6632
3748065,0, 76075, 10842
3748065,2, 8842, 62264
3747431,1, 14251, 7727
3748065,0, 33902, 48594
3747431,1, 5439, 69868
3747431,1, 5088, 22822
3748065,3, 31722, 2134
3747431,4, 7727, 52438
3747431,1, 37485, 76479
3748065,1, 16987, 34119
3748065,1, 5439, 31841
3747431,2, 76075, 62264
3748065,3, 31722, 7291
3747431,1, 28437, 38000
3748065,0, 76479, 21856
3747431,1, 69790, 22840
3748065,0, 27446, 11068
3747431,1, 29094, 34125
3748065,0, 30582, 69868
3747431,1, 27446, 14975
3748065,0, 5088, 55236
3748055,5, 29094, 31841
3748065,0, 34119, 37844
3748055,3, 55236, 38000
3748055,2, 33902, 76075
3747431,3, 52438, 36583
3748055,2, 16987, 19354
3748055,3, 5439, 22822
3748055,3, 34119, 19929
3748055,1, 10842, 8719
3748065,2, 33088, 31841
3748055,0, 12971, 48594
3748055,1, 62264, 27446
3748065,2, 26165, 38000
3748055,3, 19354, 52438
3747431,1, 31722, 5088
3748055,0, 25047, 36583
3748065,0, 10842, 21856
3748055,3, 37194, 36583
3748055,3, 3348, 37194
3748055,4, 25639, 55236
3748055,4, 3348, 30582
3748055,2, 235, 10052
3748055,0, 55093, 21856
3748055,2, 69790, 33088
3747431,2, 31841, 36132
3748055,3, 7727, 235
3748055,5, 28616, 3348
3748055,0, 55093, 34125
3748055,4, 5439, 37416
3748055,3, 30582, 11068
3747431,1, 76479, 3071
3748055,0, 8863, 69868
3748055,0, 66730, 24450
3748055,5, 7291, 2134
3747431,1, 33902, 76075
3748055,4, 5439, 31722
3748055,5, 7727, 22822
3748055,4, 3071, 10842
3747431,1, 28616, 33902
3748055,4, 5439, 8851
3748055,3, 10842, 2134
3748055,4, 48054, 30582
3748055,2, 10842, 11068
3748055,0, 25639, 6632
3748055,3, 69790, 1868
3748055,3, 69790, 15357
3748055,3, 37741, 12476
3748055,4, 28437, 34119
3748055,0, 55093, 33088
3748055,4, 25639, 2134
3748055,4, 62264, 16872
3748065,0, 29094, 69790
3748065,0, 1868, 76479
3748065,0, 29094, 10842
3748065,0, 8842, 21856
3748065,0, 1868, 11068
3748065,0, 37485, 69868
3748055,3, 19354, 11142
3748055,0, 46366, 10052
3748055,2, 8851, 30582
3748055,1, 76479, 11142
3748055,0, 66730, 7291
3748055,0, 29590, 34125
3748055,0, 76479, 46366
3748065,1, 29094, 27790
3748065,1, 37485, 76075
3748065,0, 34125, 11142
3748065,0, 1868, 29590
3748065,0, 69790, 55093
3748065,0, 35331, 46366
3748065,3, 9975, 24450
3747980,1, 28437, 31722
3748055,2, 35331, 14975
3748055,2, 35331, 37844
3748055,2, 37844, 76479
3748055,3, 235, 12971
3748055,2, 37844, 235
3748055,3, 76075, 36132
3748055,4, 28437, 2134
3748055,5, 5439, 24369
3748055,3, 29094, 8719
3748055,0, 46366, 34125
3748055,4, 35331, 1868
3747980,4, 8842, 7291
3748055,2, 37461, 19354
3748055,4, 76075, 2134
3748055,0, 55093, 8851
3748055,0, 16872, 26165
3748055,4, 36132, 19354
3748055,3, 33902, 33088
3748055,2, 76075, 11068
3748055,3, 24369, 36583
3748055,1, 29094, 16987
3748055,4, 76479, 19354
3748055,1, 14251, 48594
3748055,1, 25639, 10052
3748055,5, 62264, 52438
3748055,0, 8719, 25047
3748055,5, 72281, 24450
3748055,3, 27446, 2134
3748055,4, 19354, 9975
3748055,1, 69790, 72281
3748055,4, 14251, 8842
3748055,0, 21227, 46366
3748055,4, 16872, 11142
3748055,3, 34119, 30582
3748055,2, 37485, 22840
3748055,3, 33902, 31841
3748055,2, 21856, 11142
3748055,5, 3348, 31841
3748055,2, 37485, 33088
3748055,2, 33088, 5088
3748055,4, 3348, 55236
3748055,0, 7727, 29590
3748055,0, 29590, 6632
3748055,3, 37741, 7291
3748055,4, 235, 9975
3748055,4, 235, 15357
3748055,3, 5439, 30582
3748055,0, 37485, 25047
3748055,3, 31722, 24369
3748055,4, 28437, 76075
3748055,1, 16987, 3348
3748065,0, 16987, 34125
3748055,3, 3071, 36583
3748055,3, 37844, 12476
3748065,0, 24450, 34125
3748055,3, 14251, 52438
3748055,2, 37485, 24450
3748065,2, 8851, 9975
3748055,2, 8851, 16872
3748055,1, 69790, 22822
3748055,2, 27446, 22822
3748065,3, 25639, 2134
3748055,0, 15357, 69868
3748055,2, 8851, 36132
3748065,0, 8851, 34125
3748055,2, 33088, 10842
3748055,3, 14975, 12476
3748055,3, 31722, 62264
3748065,2, 25639, 7727
3748055,1, 16987, 22840
3748055,3, 8851, 48594
3748055,5, 37416, 25639
3748055,5, 235, 22840
3748055,3, 37461, 8851
3748065,2, 22840, 9975
3748065,0, 66730, 19354
3748065,0, 76479, 7291
3748065,1, 31722, 9975
3748065,0, 37485, 37194
3747980,0, 16987, 12971
3747980,0, 28437, 46366
3748055,0, 24369, 69868
3748055,3, 8842, 19929
3748055,0, 3071, 46366
3748055,3, 36132, 11068
3748055,2, 5088, 22822
3748055,3, 5088, 48594
3748055,2, 3071, 10052
3748055,2, 22840, 3071
3748055,0, 55093, 76075
3748055,5, 76075, 25639
3748055,4, 28616, 52438
3748055,1, 16987, 48594
3748055,1, 69790, 25639
3748055,0, 26165, 8719
3748055,3, 76075, 59899
3748055,3, 3348, 22822
3748055,1, 76075, 10842
3748055,2, 30582, 9975
3748055,2, 37485, 15357
3748055,5, 3348, 19354
3748055,5, 52438, 8863
3748055,1, 76479, 8863
3748055,1, 21227, 76479
3748055,1, 37485, 3348
3748055,3, 5439, 37194
3748055,3, 27790, 36132
3748055,0, 5439, 25047
3748055,5, 76479, 37194
3748055,0, 55093, 62264
3748065,3, 7727, 22840
3748065,2, 33088, 7291
3748065,2, 8851, 8863
3748065,2, 48054, 14975
3748065,2, 72281, 8863
3748065,3, 27790, 30582
3748065,3, 37461, 27446
3748065,1, 14251, 26165
3748065,0, 22840, 6632
3748065,0, 69790, 37485
3747980,2, 37461, 11142
3748065,4, 10052, 14975
3747980,3, 28616, 35331
3748065,0, 48054, 21856
3748065,1, 48054, 11068
3747980,3, 59899, 72281
3748065,0, 55093, 1868
3748065,0, 10052, 12476
3748065,1, 10052, 8719
3748065,3, 16987, 8719
3747980,3, 3348, 25639
3748065,1, 37485, 72281
3748065,0, 32204, 69868
3748065,0, 26165, 7291
3748065,0, 3071, 29590
3748065,0, 34119, 14975
3747980,3, 52438, 36583
3747980,0, 25639, 38000
3748065,1, 15357, 36583
3748065,0, 37844, 16872
3748065,0, 66730, 22822
3748065,2, 19354, 7291
3748065,2, 29094, 31722
3748065,0, 34119, 59899
3748065,0, 28616, 2134
3748065,4, 3348, 37416
3748065,3, 5439, 29094
3747980,0, 69790, 37741
3748065,0, 48054, 59899
3748065,0, 37485, 30582
3748065,0, 16987, 37416
3748065,0, 8851, 11142
3748065,0, 37416, 3071
3748065,0, 15357, 55236
3748065,2, 235, 55236
3747980,4, 1868, 52438
3748065,0, 36132, 19929
3748065,0, 35331, 15357
3748065,0, 3348, 21856
3748065,1, 37416, 30582
3747980,0, 76479, 21856
3747980,1, 5439, 33088
3747980,0, 55093, 12971
3748065,0, 76075, 48594
3748065,2, 235, 19354
3748065,3, 52438, 12476
3747980,1, 7291, 55236
3747980,1, 37461, 28616
3747980,0, 69790, 6632
3747980,0, 24369, 37194
3747980,1, 37461, 21227
3747980,0, 5088, 11142
3747980,0, 46366, 14975
3747980,0, 37485, 12971
3747980,0, 7727, 11068
3747980,1, 76075, 24450
3747980,0, 15357, 24450
3747980,0, 33902, 10842
3747980,0, 14251, 24369
3747980,0, 21227, 46366
3747980,1, 22840, 12971
3748055,1, 14251, 36132
3748055,1, 37485, 19929
3747469,1, 37461, 11068
3748055,1, 69790, 27790
3747469,0, 16987, 22822
3748055,2, 48054, 8719
3748055,1, 14251, 37844
3747469,0, 10052, 8719
3748055,3, 37461, 10052
3748055,3, 19354, 15357
3747469,0, 76075, 6632
3748055,1, 28616, 3071
3748055,3, 5439, 72281
3747469,0, 52438, 38000
3748055,4, 31722, 235
3748055,3, 16872, 37194
3747469,0, 14251, 29590
3748055,4, 28616, 24369
3747980,1, 28616, 19354
3747469,1, 24450, 37194
3748055,4, 52438, 24450
3748055,2, 27790, 37194
3748055,3, 14251, 2134
3748055,2, 69790, 52438
3747469,1, 76075, 30582
3748055,2, 32204, 16872
3747469,0, 35331, 25639
3748055,2, 69790, 22840
3748055,3, 30582, 32204
3748055,0, 8719, 6632
3748055,0, 6632, 69868
3748055,0, 12971, 34125
3748055,0, 27446, 25047
3748055,0, 69868, 48594
3748055,0, 55093, 2134
3748055,0, 19354, 46366
3748055,2, 14251, 27790
3748055,3, 24369, 27446
3747469,0, 235, 25047
3748055,3, 31722, 32204
3748055,3, 48054, 35331
3747469,0, 7291, 12476
3748055,2, 5439, 76075
3748055,4, 16872, 24450
3748055,0, 5088, 29590
3748055,1, 29094, 21227
3748055,5, 9975, 2134
3748055,2, 28437, 48594
3748055,5, 36132, 15357
3747469,3, 12971, 2134
3748055,4, 7291, 37194
3748055,3, 34119, 1868
3748055,4, 5088, 9975
3747469,1, 26165, 37194
3748055,0, 6632, 36583
3747469,0, 76075, 37194
3747469,1, 37741, 14975
3747469,1, 3348, 2134
3747469,1, 14251, 37194
3748055,5, 27446, 21856
3748055,3, 27790, 31722
3748055,1, 16987, 235
3748055,0, 72281, 34125
3747469,3, 1868, 14975
3748055,0, 24369, 34125
3748055,1, 69790, 24450
3748055,2, 76479, 9975
3748055,2, 22822, 8719
3748055,3, 29094, 27446
3748055,0, 28616, 25047
3748055,2, 15357, 38000
3747469,0, 5088, 34125
3748055,2, 37461, 1868
3748055,5, 8842, 22822
3748055,0, 72281, 29590
3748055,0, 16987, 10842
3748055,1, 16987, 12476
3748055,0, 5439, 69868
3748055,0, 46366, 55236
3748055,3, 8842, 7727
3748055,0, 37844, 46366
3748055,0, 55093, 76479
3748055,0, 55093, 19929
3748055,0, 37485, 69868
3748055,1, 16987, 27790
3748055,2, 8851, 7291
3748055,4, 36132, 16872
3748055,3, 32204, 22840
3748055,0, 37416, 29590
3748055,4, 27790, 9975
3748055,2, 27446, 12476
3748055,0, 36132, 26165
3748055,2, 28616, 27446
3748055,3, 5088, 36583
3748055,1, 59899, 5088
3748055,2, 3071, 11068
3748055,3, 8851, 11068
3748055,3, 62264, 12971
3747980,1, 8851, 16872
3747469,0, 235, 24369
3747469,3, 24369, 36583
3747469,1, 33088, 19929
3747469,0, 34119, 30582
3747469,0, 33902, 76075
3747469,2, 30582, 11068
3747469,0, 16987, 3348
3747469,0, 19354, 11142
3747469,2, 5439, 37485
3747980,0, 37844, 12476
3747469,0, 33902, 16872
3747469,1, 21227, 2134
3747469,0, 28616, 33088
3748055,2, 37485, 36132
3747469,2, 32204, 12476
3748055,1, 37741, 24369
3748055,2, 5088, 11068
3748055,2, 37485, 10052
3747469,1, 5439, 8719
3748055,2, 16987, 72281
3747469,0, 21227, 11142
3748055,2, 37844, 24369
3747469,1, 69790, 15357
3748055,3, 3348, 37844
3748055,2, 16987, 28616
3748055,3, 1868, 27446
3748055,0, 66730, 8851
3748055,3, 24369, 21856
3748055,4, 31841, 72281
3748055,3, 7291, 55236
3748055,0, 59899, 34125
3748055,2, 37485, 30582
3748055,5, 8863, 36583
3748055,3, 29094, 11142
3748055,2, 22840, 24369
3748055,2, 37741, 8719
3748055,2, 29094, 37844
3748055,1, 31722, 59899
3748055,0, 28437, 69868
3747431,1, 15357, 69868
3748055,5, 62264, 22822
3747431,1, 8863, 69868
3748055,0, 26165, 6632
3748055,4, 34119, 16872
3747431,1, 11142, 25047
3748055,3, 48054, 11068
3748055,3, 8863, 11068
3748055,5, 34119, 7291
3748055,2, 8719, 11068
3747431,1, 34119, 37194
3748055,0, 19929, 69868
3747431,1, 5088, 29590
3748055,0, 29094, 69868
3748055,0, 5088, 46366
3748055,4, 34119, 8863
3747431,2, 62264, 12971
3748055,3, 5439, 19929
3747469,1, 29094, 36583
3748055,2, 21227, 36583
3748055,0, 8719, 34125
3748055,2, 1868, 19354
3748055,0, 29590, 69868
3747469,1, 24369, 24450
3748055,2, 8851, 10842
3748055,5, 37741, 8842
3747431,1, 55236, 36583
3748055,0, 33902, 69868
3747431,1, 33902, 10052
3747469,2, 7291, 9975
3747431,1, 48054, 7291
3747431,1, 21856, 22822
3747431,2, 14251, 235
3747431,3, 5439, 1868
3747431,1, 34119, 72281
3748055,2, 28437, 22840
3747431,1, 31722, 24450
3748055,1, 11068, 6632
3747431,1, 59899, 38000
3748055,2, 8842, 12476
3747431,1, 8851, 27446
3748055,0, 46366, 21856
3748055,1, 76075, 37844
3747431,1, 25639, 46366
3747469,0, 55093, 10842
3748055,4, 33088, 27790
3748055,2, 31722, 3071
3747431,1, 9975, 48594
3747431,1, 10842, 8863
3748055,2, 31722, 30582
3747431,1, 69868, 48594
3748055,4, 28437, 30582
3748055,3, 29094, 15357
3747431,1, 28616, 3071
3747431,1, 16987, 76075
3748055,2, 28616, 33088
3748055,4, 28437, 9975
3747431,1, 29094, 25639
3747469,0, 26165, 11068
3748055,2, 36132, 48594
3747431,1, 10842, 9975
3748055,0, 55093, 12476
3748055,4, 8851, 2134
3748055,3, 69790, 27446
3747431,1, 1868, 32204
3748055,0, 66730, 37194
3748055,3, 28437, 55236
3747431,1, 5088, 38000
3747431,1, 5088, 25047
3748055,2, 37485, 12476
3747431,1, 16872, 8719
3748055,0, 66730, 48594
3747431,1, 33902, 55093
3747431,1, 76479, 46366
3747431,1, 69790, 35331
3747431,1, 6632, 19929
3747431,1, 72281, 12476
3747431,1, 59899, 15357
3747980,1, 28616, 26165
3747431,1, 2134, 12476
3747431,3, 37416, 2134
3747469,4, 52438, 9975
3748055,2, 21856, 19929
3747431,3, 3348, 14251
3748055,4, 27446, 55236
3748055,3, 69790, 48594
3748055,3, 31841, 62264
3747431,2, 12971, 24450
3748055,2, 10842, 22822
3747431,3, 14251, 22840
3748055,2, 72281, 37194
3747431,1, 27790, 25047
3748055,2, 11142, 48594
3747431,1, 8851, 2134
3748055,4, 12971, 11142
3748055,1, 16987, 52438
3748055,3, 59899, 11142
3747431,1, 34119, 76075
3748055,5, 14251, 24450
3747431,3, 1868, 22822
3748055,2, 37485, 28616
3747431,1, 66730, 37741
3748055,3, 37416, 62264
3748055,1, 21227, 32204
3747431,1, 29094, 12476
3747431,1, 69790, 72281
3748055,3, 52438, 15357
3748055,1, 35331, 34125
3747431,3, 28616, 52438
3748055,1, 33902, 25639
3748055,3, 36132, 3071
3748055,5, 28616, 8863
3748055,0, 26165, 19354
3748055,0, 55093, 48594
3748055,1, 22840, 10052
3748055,1, 59899, 22822
3747431,1, 37416, 11068
3748055,5, 8863, 22822
3747980,1, 33088, 27790
3747431,1, 69790, 27790
3748055,3, 35331, 36583
3747431,1, 27790, 11068
3748055,4, 72281, 12476
3747431,1, 8851, 10842
3748055,4, 34119, 36583
3747431,1, 55093, 48594
3748055,3, 3071, 11142
3747431,3, 5439, 31722
3748055,2, 30582, 24450
3748055,0, 2134, 69868
3748055,3, 33088, 19354
3747431,2, 72281, 11142
3748055,0, 28437, 29590
3747431,1, 8851, 69868
3747431,1, 59899, 6632
3748055,3, 62264, 14975
3747431,1, 33088, 32204
3748055,4, 37461, 235
3748055,2, 22840, 8719
3748055,2, 30582, 8842
3747431,1, 19354, 12971
3748055,2, 62264, 32204
3747431,1, 35331, 5088
3748055,5, 14251, 36583
3747431,1, 5088, 27446
3748055,1, 16987, 7291
3748055,2, 37461, 59899
3747431,1, 27790, 37194
3747431,1, 52438, 34125
3748055,3, 28437, 3348
3747431,1, 235, 9975
3747431,1, 55093, 52438
3747431,1, 30582, 235
3747431,1, 3348, 15357
3747431,1, 28616, 35331
3747469,0, 14251, 34125
3747431,1, 2134, 6632
3747431,1, 5439, 37194
3747469,0, 55093, 19354
3747431,1, 27790, 30582
3747469,1, 31841, 31722
3747431,2, 24369, 2134
3747431,1, 15357, 22822
3747431,1, 26165, 38000
3747431,1, 27790, 7727
3747431,3, 28616, 24369
3747431,1, 37741, 7727
3747431,1, 1868, 48594
3747431,1, 9975, 37194
3747431,1, 16987, 30582
3747431,1, 55093, 25047
3747431,1, 235, 21856
3747431,1, 34119, 8851
3747431,2, 25639, 24450
3747431,1, 29094, 62264
3747431,1, 28437, 7291
3747980,0, 7727, 6632
3747431,1, 5439, 5088
3747431,1, 8863, 55236
3747980,0, 1868, 48594
3747431,1, 16872, 26165
3747431,1, 21227, 16872
3747431,2, 14975, 2134
3747431,3, 28616, 76075
3747431,1, 10052, 11142
3747431,1, 16872, 12476
3747431,1, 76075, 12971
3747431,1, 37461, 10842
3747431,1, 21227, 29590
3747431,3, 37485, 31722
3747431,2, 28616, 31722
3747431,1, 69868, 37194
3747431,1, 37461, 11142
3747980,1, 10842, 14975
3747431,2, 24369, 14975
3747431,1, 235, 59899
3747431,1, 29590, 11068
3747431,2, 28616, 8842
3747431,2, 30582, 19354
3747431,1, 37416, 33902
3747431,1, 1868, 55236
3747431,1, 25639, 69868
3747980,2, 31722, 19354
3747431,1, 37741, 52438
3747980,0, 8842, 5088
3747431,1, 37485, 19929
3747431,1, 37461, 16987
3747431,1, 69790, 29590
3747431,1, 30582, 15357
3747431,1, 48054, 29590
3747431,1, 69868, 38000
3747431,3, 31841, 22822
3747431,1, 28616, 69868
3747431,1, 33902, 6632
3747431,1, 29094, 22822
3747431,1, 55093, 8719
3747431,1, 29590, 34125
3747431,1, 30582, 19929
3747431,1, 28616, 25047
3747431,1, 8842, 3071
3747431,1, 55236, 38000
3747431,1, 59899, 11142
3747431,1, 28437, 27446
3747431,1, 5439, 34125
3747980,1, 21856, 55236
3747431,1, 37485, 59899
3747431,1, 25639, 26165
3747431,1, 37461, 33088
3747431,1, 35331, 19354
3747431,3, 37485, 24369
3747431,1, 21227, 37194
3747980,2, 7727, 3071
3747431,1, 29094, 28616
3747980,0, 21227, 16872
3747431,2, 52438, 24450
3747980,0, 27446, 36583
3747469,2, 37416, 31841
3747980,0, 55093, 7727
3747469,0, 5088, 25047
